_dataobs_,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class,F_class,_WARN_,Q_class0,Q_class1,R_class0,R_class1,U_class,b_class,EM_SEGMENT,EM_EVENTPROBABILITY,EM_PROBABILITY,EM_CLASSIFICATION,EM_CLASSTARGET
188,0.17213,0.00503,0.09062,-0.12972,0.00732,0.03493,-0.2415,-0.00315,0.63637,0.04742,-0.00926,0.04569,-0.01549,0.05187,-0.28099,0.04285,0.07477,-0.03399,-0.01418,0.77311,0.0641,0.03292,0.09804,-0.00272,-0.0099,-0.01655,-0.038,-0.0183,0.07386,-0.01169,-0.41205,-0.52984,0.85068,-0.24088,-0.03251,-0.02904,0.09533,-0.03812,-0.00743,0.07472,-0.01158,-0.00676,0.00608,-0.06429,-0.02706,0.80899,0.09478,-0.08896,0.38643,-0.01104,-0.01089,-0.01576,-0.07388,0.01121,0.02894,-0.01137,-0.02088,-0.03881,-0.24318,-0.00942,-0.37298,-0.03098,0,0,,0.9998048437,0.0001951563,0.0006078879,-0.000607888,0,15,15,0.0006078879,0.9993921121,0,0
191,-0.09052,0.04778,-0.71835,-0.2112,0.00634,-0.01605,-0.21673,-0.0494,-0.08527,-0.17181,-0.01187,-0.01029,0.0288,-0.428,-0.42216,-0.01226,-0.00183,0.00561,-0.01666,-0.14534,0.00161,-0.01291,-0.16763,-0.40604,-0.00995,-0.02213,0.56529,-0.01067,0.00091,-0.00804,-0.46477,-0.082,-0.12908,-0.46619,-0.03419,-0.04227,0.01461,-0.1438,-0.00736,0.00909,-0.00823,-0.00958,0.00378,-0.206,-0.01393,-0.09577,0.01707,-0.43642,0.60675,-0.00738,-0.02743,-0.02104,-0.16999,0.00978,0.00157,-0.00929,-0.01643,-0.04371,-0.20697,-0.00532,-0.46244,-0.03915,0,0,,0.9981291792,0.0018708208,0.0078803879,-0.007880388,0,5,5,0.0078803879,0.9921196121,0,0
194,-0.03544,-0.08505,0.57749,0.05745,0.00769,0.05486,-0.29393,0.11628,-0.18812,-0.07517,-0.01105,0.00122,-0.01322,-0.05535,0.46655,-0.00093,0.01766,0.00851,-0.01609,0.28017,0.01778,0.06398,0.39476,-0.05222,-0.00993,-0.01518,-0.10636,-0.02278,0.01334,-0.02134,-0.10616,-0.5042,0.30721,-0.48686,-0.03318,0.05378,0.06367,-0.03688,-0.00744,0.05002,-0.00925,-0.01113,0.00407,-0.01145,-0.01079,0.27273,0.05614,0.44105,-0.68351,-0.02071,-0.00367,-0.01394,-0.04139,0.0106,0.00533,-0.01075,-0.02225,-0.04388,-0.1797,-0.01503,-0.08641,-0.03927,0,0,,0.9997731696,0.0002268304,0.0003255642,-0.000325564,0,19,19,0.0003255642,0.9996744358,0,0
195,0.10289,0.05945,0.03259,-0.14034,0.00683,-0.01605,0.96336,-0.06418,0.21871,-0.0517,-0.00584,0.02303,-0.02185,1.0196,-0.45166,0.02054,0.02441,-0.03094,-0.01375,-0.40317,0.02823,-0.0017,-0.22212,1.14061,-0.00999,-0.01665,-0.86572,-0.02021,0.05335,-0.01342,-0.38011,0.03058,-0.34012,0.66132,-0.03396,-0.04746,-0.01307,-0.10592,-0.00745,-0.01395,-0.01793,-0.01396,0.00468,-0.13092,-0.01692,-2.85299,-0.11558,-0.2694,0.55732,-0.01277,-0.02078,-0.01651,-0.11395,0.01506,0.03184,-0.01517,-0.01446,-0.03951,-0.10504,-0.01436,-0.14194,-0.01285,0,0,,0.9973883564,0.0026116436,0.0022032948,-0.002203295,0,9,9,0.0022032948,0.9977967052,0,0
204,-0.0034,0.01863,-0.88117,-0.22629,0.00666,-0.01605,0.11272,-0.01248,0.0358,-0.11267,-0.01153,0.0065,0.00135,-0.31553,-0.33276,0.00427,0.01921,-0.02657,-0.01618,0.03294,0.02066,-0.03029,-0.26054,-0.30258,-0.00982,-0.02284,-0.49173,-0.01675,0.02153,-0.0137,-0.37431,0.21448,-0.01284,-0.15142,-0.0333,-0.03961,0.01616,-0.13915,-0.00738,0.01591,-0.01593,-0.01255,0.00436,-0.20138,-0.02604,0.14892,0.03652,-0.40749,0.60802,-0.01305,-0.02417,-0.02157,-0.14242,0.00981,0.01122,-0.00982,-0.02125,-0.04036,-0.1474,-0.00928,-0.37699,-0.03669,0,0,,0.9905219421,0.0094780579,0.0229825572,-0.022982557,0,3,3,0.0229825572,0.9770174428,0,0
205,-0.00244,-0.0357,-0.56843,-0.19923,0.00735,0.00733,-0.38181,-0.00805,-0.0533,-0.07425,-0.01163,0.00849,-0.0131,-0.05994,-0.06459,0.00623,0.01267,-0.06432,-0.01583,-0.01718,0.01369,-0.01004,0.08589,-0.06159,-0.00998,-0.0213,-0.63849,-0.02331,0.00805,-0.02512,0.23121,-0.61303,-0.02063,0.78637,-0.03338,-0.03382,0.00205,-0.14249,-0.00742,0.00196,-0.02469,-0.01574,0.00552,-0.12414,-0.04044,-0.06942,0.01931,-0.35156,-0.10813,-0.02449,-0.02677,-0.02254,-0.1287,0.00941,0.01109,-0.00957,-0.02097,-0.00702,-0.0278,-0.01702,0.16294,-0.03069,0,0,,0.9999088995,0.0000911005,0.0002975977,-0.000297598,0,19,19,0.0002975977,0.9997024023,0,0
218,0.27589,-0.10434,0.74533,0.11785,0.00675,-0.01605,0.62906,0.14329,0.78414,0.41388,0.0024,0.05302,-0.02511,9.24463,0.88232,0.05007,0.05605,-0.04143,-0.01459,-0.40317,0.05992,0.05068,0.45825,9.91874,-0.00999,-0.01387,0.53074,-0.02593,0.12971,0.00645,-0.57652,-0.22061,-0.40086,0.34192,0.00904,0.05863,-0.0157,-0.05467,-0.00746,-0.01395,-0.01894,-0.01334,0.00641,0.12133,0.04738,-5.18308,-0.27145,0.94256,-0.74708,0.00714,0.00277,-0.01261,0.13995,0.02117,0.02284,-0.02119,-0.0234,-0.03655,-0.12533,-0.01868,0.57829,-0.02784,0,0,,0.9997446413,0.0002553587,0.0007701313,-0.000770131,0,14,14,0.0007701313,0.9992298687,0,0
220,-0.06093,-0.05897,0.97656,0.2504,0.00772,0.02731,-0.34563,0.02471,-0.30307,-0.11637,-0.01227,-0.00497,0.01597,-0.39387,0.12855,-0.00703,0.00583,0.01949,-0.01605,-0.04741,0.00906,0.00812,0.16727,-0.37422,-0.00996,-0.01207,0.20606,-0.02447,0.0008,-0.02568,0.31305,-0.60625,-0.05395,-0.31429,-0.03435,0.02613,0.01741,0.2344,-0.0074,0.01394,-0.01587,-0.01988,0.0039,0.04065,-0.0083,0.14086,0.03835,0.23033,-0.88846,-0.02505,-0.01302,-0.01417,0.06308,0.00993,0.00444,-0.01008,-0.01735,-0.04444,0.51421,-0.01761,0.27613,-0.03535,0,0,,0.9998561972,0.0001438028,0.0008907476,-0.000890748,0,13,13,0.0008907476,0.9991092524,0,0
222,0.25383,-0.07123,0.32732,-0.02213,0.00782,-0.01605,0.46533,0.10135,1.00071,0.38461,-0.00888,0.06298,-0.02189,1.0348,0.26585,0.05988,0.07122,-0.05615,-0.01653,1.02816,0.06142,0.19651,0.00062,0.90637,-0.00842,-0.01684,-0.94117,-0.02485,0.07227,-0.02469,0.17644,1.19046,1.27087,0.18548,-0.03301,0.04701,0.091,-0.01092,-0.00745,0.06444,-0.02107,-0.01322,0.00873,0.06191,-0.03642,0.79299,0.07304,0.16035,-0.56544,-0.02406,-0.00839,-0.01548,-0.10919,0.01125,0.02444,-0.01117,-0.02185,-0.02642,-0.12878,-0.01748,0.24799,-0.03231,0,0,,0.9993847979,0.0006152021,0.0008626019,-0.000862602,0,13,13,0.0008626019,0.9991373981,0,0
225,-0.01043,-0.04266,-0.36582,-0.1567,0.00079,-0.01605,1.71121,0.06516,0.00446,-0.0304,-0.01246,0.00628,0.00267,-0.32597,-0.01405,0.00405,0.00837,-0.0556,-0.01579,0.00391,0.01047,-0.01879,0.22873,-0.33646,-0.00979,-0.02055,-1.14906,-0.02481,0.00584,-0.02836,1.02075,1.74441,-0.18562,1.37585,-0.03456,0.05418,-0.00862,-0.08975,-0.00738,-0.00089,-0.02872,-0.02139,0.00443,-0.19633,-0.03598,0.25833,0.03116,-0.49039,-0.69034,-0.02776,-0.02218,-0.01934,-0.1248,0.0116,0.00786,-0.01164,-0.01849,-0.0271,1.49597,-0.01981,1.18825,-0.02808,0,0,,0.9984159319,0.0015840681,0.002370537,-0.002370537,0,9,9,0.002370537,0.997629463,0,0
229,-0.04644,0.10651,-1.06323,-0.2256,0.1426,-0.01605,5.17014,-0.1238,-0.1239,-0.15418,-0.01265,-0.00285,0.02872,-0.42784,-0.54566,-0.00494,0.00092,-0.05391,-0.01608,-0.12901,0.00469,-0.03046,-0.30356,-0.40417,-0.0099,-0.02572,-0.55876,-0.02454,-0.00224,-0.02643,0.44767,2.24653,-0.21696,4.68066,-0.03126,-0.12846,-0.01436,-0.14599,-0.00731,-0.00986,-0.02697,-0.01982,0.00395,-0.22092,-0.03671,-0.02498,0.01982,-0.37124,1.79521,-0.02581,-0.03234,-0.02463,-0.14791,0.00923,0.01472,-0.00933,-0.02003,-0.02894,0.49472,-0.0179,0.34496,0.06521,0,0,,0.9978221767,0.0021778233,0.12926811,-0.12926811,0,1,1,0.12926811,0.87073189,0,0
232,0.06227,-0.07434,0.85223,0.22802,0.01551,-0.02357,0.87754,0.10529,0.20576,0.17945,-0.01181,0.02033,-0.01427,-0.01089,0.30606,0.01788,0.02324,-0.05303,-0.01593,0.17355,0.02356,0.00223,-0.28596,-0.04042,-0.0093,-0.01347,-1.67056,-0.02657,0.01925,-0.02823,0.96985,1.65211,0.00725,0.57932,-0.0335,0.0585,0.00506,0.23794,-0.00742,0.01165,-0.02408,-0.01691,0.00529,0.28367,-0.03492,0.39824,0.0429,0.32408,-0.91176,-0.02764,-0.00396,-0.01308,-0.11789,0.01153,0.01176,-0.0116,-0.02118,-0.02977,0.04817,-0.01972,1.12042,-0.02554,0,0,,0.9994104029,0.0005895971,0.0010416782,-0.001041678,0,12,12,0.0010416782,0.9989583218,0,0
245,-0.35111,0.01179,-0.70895,-0.21762,0.00656,-0.01621,-0.56183,-0.00381,-0.53539,-0.41636,-0.01426,-0.05867,-0.07337,-0.66586,-0.30767,-0.05991,-0.11736,-0.02467,-0.01527,-0.60863,-0.10662,-0.08975,0.01192,-0.62809,-0.01,-0.02186,0.0562,-0.00704,-0.10148,-0.00804,-0.46477,-0.17919,-0.35666,-0.79591,-0.03438,0.00614,-0.00467,-0.14034,-0.00736,-0.04093,-0.00878,-0.0053,0.00052,-0.17156,-0.02587,-0.80313,-0.08922,-0.54272,-0.04787,-0.00738,-0.02693,-0.02071,-0.14563,0.00941,-0.02538,-0.00639,-0.01627,-0.04068,-0.25735,-0.00484,-0.47016,-0.04481,0,0,,0.9991691031,0.0008308969,0.0027626094,-0.002762609,0,8,8,0.0027626094,0.9972373906,0,0
255,-0.06604,-0.05921,-0.77027,-0.24469,0.00715,-0.00219,-0.39887,-0.01802,-0.32671,-0.14201,-0.01184,-0.00625,-0.00711,-0.21404,0.13093,-0.00829,0.00292,-0.05871,-0.01595,-0.24455,0.0067,-0.03033,0.06111,-0.17599,-0.00998,-0.02192,0.19779,-0.02304,-0.00228,-0.02544,0.277,-0.6441,-0.2713,0.0395,-0.03446,-0.02583,-0.00592,-0.06726,-0.0074,-0.00426,-0.02871,-0.02088,0.00419,-0.20908,-0.03848,-0.2272,0.00855,-0.60412,-0.61013,-0.02482,-0.03154,-0.02387,-0.15783,0.00916,0.00445,-0.00931,-0.01868,-0.02263,0.99428,-0.01716,0.18694,-0.04017,0,0,,0.9998847467,0.0001152533,0.0003310317,-0.000331032,0,19,19,0.0003310317,0.9996689683,0,0
262,-0.42581,0.10707,-1.8245,-0.2875,0.00624,-0.0166,0.42664,-0.1245,-1.36891,-0.33205,-0.01522,-0.06861,-0.04395,-0.87078,-0.54658,-0.06969,-0.06067,-0.0259,-0.01627,-0.40317,-0.05701,-0.17028,-0.38089,-0.87689,-0.00999,-0.02648,-0.57116,-0.01471,-0.13273,-0.01383,-0.37167,0.10831,-0.19348,0.14851,-0.03449,-0.0941,-0.00189,-0.13755,-0.00672,-0.01395,-0.0224,-0.01948,0.00196,-0.27796,-0.0267,-0.15854,0.01378,-0.67298,1.21586,-0.01318,-0.03916,-0.02578,-0.17621,0.00912,-0.10627,-0.00912,-0.00618,-0.04047,0.40487,-0.00868,-0.39303,-0.03604,0,0,,0.9687800348,0.0312199652,0.03652529,-0.03652529,0,2,2,0.03652529,0.96347471,0,0
263,0.08391,-0.03006,-0.13916,-0.14115,0.00695,-0.01605,0.67098,0.04921,0.27153,-0.01868,-0.01152,0.01974,-0.01141,-0.11657,-0.10189,0.0173,0.02526,-0.00846,-0.0158,0.27851,0.02908,0.04686,-0.24639,-0.07196,-0.00971,-0.01918,-1.01736,-0.02198,0.02511,-0.02308,0.01548,0.9614,0.36449,0.38197,-0.03423,0.00996,0.02789,-0.15037,-0.00742,0.01948,-0.0195,-0.01923,0.0044,-0.24196,-0.01875,0.40021,0.04552,-0.16949,-0.07501,-0.02245,-0.01519,-0.01792,-0.11998,0.01004,0.01582,-0.00998,-0.02138,-0.04265,0.34702,-0.01588,0.00126,-0.03014,0,0,,0.9964624375,0.0035375625,0.0339494663,-0.033949466,0,2,2,0.0339494663,0.9660505337,0,0
267,0.1317,-0.14733,1.44915,1.25653,0.00987,-0.01605,-0.51933,0.19775,0.33375,0.8836,-0.00761,0.02803,-0.02407,3.10756,4.07034,0.02546,0.08401,-0.01955,-0.01512,0.30529,0.08793,0.05503,0.26107,3.36898,-0.00863,-0.00861,-0.96967,-0.03448,0.08684,-0.0277,0.77042,2.63717,0.26673,-0.7553,-0.02217,0.10095,0.08455,1.17622,-0.00746,0.07399,-0.00953,-0.00692,0.00612,1.38108,-0.0211,0.25509,0.06578,4.64109,-1.2976,-0.02709,0.01699,-0.00714,-0.08726,0.01113,0.01283,-0.01146,-0.02325,-0.04143,-0.24154,-0.0193,0.8567,-0.0406,0,0,,0.9991342326,0.0008657674,0.0007393647,-0.000739365,0,14,14,0.0007393647,0.9992606353,0,0
269,-0.08621,0.02558,-0.00246,-0.13999,-0.03378,-0.01017,-0.12283,-0.02128,0.00524,-0.12976,-0.01191,0.00062,0.02153,-0.41096,-0.35646,-0.00152,0.0145,0.05,-0.01559,-0.09267,0.00282,-0.02477,-0.05252,-0.4826,-0.00992,-0.01743,1.98715,-0.01564,0.00999,-0.01134,-0.41605,0.02243,-0.11461,-0.37648,-0.0342,-0.02508,0.01336,-0.075,-0.00733,0.01158,-0.00815,-0.01663,0.00381,-0.20643,0.00412,0.11088,0.0365,-0.20402,0.411,-0.0108,-0.01584,-0.01609,0.93893,0.0102,0.00217,-0.00987,-0.01813,-0.04546,0.02786,-0.00808,-0.40793,-0.0335,0,0,,0.9669200178,0.0330799822,0.0435653791,-0.043565379,0,2,2,0.0435653791,0.9564346209,0,0
272,0.11947,-0.00242,-0.13024,-0.14689,0.00733,0.04835,-0.31188,0.0008,0.43594,0.02919,-0.01069,0.03488,-0.0157,0.06398,-0.24914,0.03221,0.03668,-0.04367,-0.01541,0.56076,0.03294,0.05531,0.10786,0.02358,-0.00995,-0.0189,0.30735,-0.02116,0.0335,-0.02196,-0.06786,-0.5508,0.61656,0.48841,-0.03371,-0.01552,0.03917,-0.15046,-0.00743,0.03091,-0.01864,-0.01266,0.00528,-0.1143,-0.03201,0.48514,0.04865,-0.21793,0.14878,-0.02133,-0.01863,-0.0183,-0.06857,0.01037,0.02302,-0.01053,-0.0196,-0.03566,-0.14452,-0.0153,-0.06066,-0.0264,0,0,,0.9994730897,0.0005269103,0.0008915486,-0.000891549,0,13,13,0.0008915486,0.9991084514,0,0
276,-0.06626,0.08218,0.00821,-0.1155,0.00747,-0.00194,-0.3407,-0.0936,-0.32354,-0.14959,-0.01171,-0.00608,0.03701,-0.44252,-0.50141,-0.00812,0.00591,-0.02216,-0.01557,-0.04845,0.0093,-0.02433,-0.12665,-0.42134,-0.00996,-0.01839,-0.05158,-0.00596,0.00089,-0.01423,-0.36297,-0.64421,-0.05509,-0.59956,-0.03451,0.0185,0.02859,-0.10506,-0.00735,0.02266,-0.00679,-0.00361,0.00399,-0.0699,-0.0241,0.04931,0.03378,-0.51658,-0.18589,-0.01358,-0.03352,-0.01709,-0.08198,0.00999,0.00633,-0.01015,0.01112,-0.04106,-0.27111,-0.00982,-0.36116,-0.04087,0,0,,0.9996657445,0.0003342555,0.001083985,-0.001083985,0,12,12,0.001083985,0.998916015,0,0
278,0.05735,-0.08359,-0.1264,-0.08343,0.00668,-0.01582,0.43525,0.11701,0.19084,0.15314,-0.01068,0.02115,-0.01945,0.42452,0.44253,0.01869,0.03024,-0.04961,-0.01618,0.16996,0.02799,0.04331,0.25512,0.38118,-0.0071,-0.01963,0.16192,-0.02439,0.02722,-0.02729,0.65188,1.65581,0.18198,0.15674,-0.03412,0.06301,0.02236,-0.0797,-0.00744,0.01799,-0.02482,-0.01824,0.00535,-0.08845,-0.03471,0.09941,0.03012,-0.19378,-0.83833,-0.02669,-0.01634,-0.01852,-0.08002,0.00993,0.01108,-0.01003,-0.02158,-0.03246,0.18238,-0.01871,0.59285,-0.03732,0,0,,0.9995955612,0.0004044388,0.0025795323,-0.002579532,0,9,9,0.0025795323,0.9974204677,0,0
279,0.13252,-0.06823,-0.61026,-0.20659,0.00681,-0.00998,-0.18351,0.07092,0.49781,0.11592,-0.00741,0.03821,-0.02019,0.55227,0.22923,0.03549,0.09032,-0.03614,-0.01376,0.60606,0.07511,-0.03548,0.28206,0.46457,-0.00987,-0.02145,1.5634,-0.02031,0.09034,-0.01238,-0.39997,-0.46338,0.6665,-0.61388,-0.02425,0.00673,0.11755,-0.08059,-0.00744,0.09205,-0.01877,-0.01401,0.00664,-0.16587,-0.0271,0.47133,0.08435,-0.2835,-0.28396,-0.01173,-0.02042,-0.02113,-0.21622,0.01182,0.01822,-0.01198,-0.0233,-0.03825,-0.1035,-0.01049,-0.33928,-0.04362,0,0,,0.9997356178,0.0002643822,0.0006184737,-0.000618474,0,15,15,0.0006184737,0.9993815263,0,0
283,-0.29475,0.2092,-2.37588,-0.35896,-0.00022,-0.10316,-1.12607,-0.25386,-0.73472,-0.29284,-0.02857,-0.04589,-0.06348,-0.69912,-0.67036,-0.04732,-0.37118,-0.04687,-0.01796,-0.84083,-0.36809,-0.15654,-0.86865,-0.69368,-0.01005,-0.02651,-1.32004,0.15982,-0.20722,0.0746,-0.69648,-0.59372,-0.91245,-1.33502,-0.03472,-0.04535,-0.32478,-0.13269,-0.0077,-0.26132,-0.01826,-0.01175,-0.01657,-0.29532,-0.03711,-0.4504,-0.22036,-0.93273,0.68582,0.07544,-0.05071,-0.02529,-0.14894,0.00326,0.05677,-0.00055,-0.08411,-0.03411,-0.16656,0.08888,-0.70045,-0.04992,0,0,,0.9991432362,0.0008567638,0.0402039799,-0.04020398,0,2,2,0.0402039799,0.9597960201,0,0
286,-0.04607,0.19956,-0.35078,-0.16297,0.00734,-0.21038,-0.38379,-0.25825,-0.26251,-0.12402,-0.01224,-0.00279,0.04295,-0.45086,-0.66157,-0.00488,0.00429,-0.05581,-0.01665,-0.21326,0.00808,-0.29169,-0.53569,-0.42873,-0.00998,-0.02043,0.75118,-0.01443,-0.00082,-0.02658,0.47911,-0.66351,-0.23681,0.76081,-0.03467,0.02319,-0.00822,-0.14489,-0.00723,-0.00605,-0.02494,-0.01737,0.00424,-0.13357,-0.03732,-0.10947,0.01742,-0.76147,-0.40788,-0.02596,-0.05319,-0.01976,-0.07538,0.00938,-0.00773,-0.00954,-0.10252,-0.02685,0.08715,-0.01806,0.38601,-0.03138,0,0,,0.9998702306,0.0001297694,0.0007438444,-0.000743844,0,14,14,0.0007438444,0.9992561556,0,0
287,-0.06609,-0.00318,-0.64836,-0.21875,0.00688,-0.01605,-0.81946,0.01515,-0.24774,-0.13538,-0.01187,-0.00536,0.06935,-0.47531,-0.24576,-0.00741,0.01511,-0.04375,-0.01527,-0.26795,0.01563,-0.03549,0.12907,-0.46457,-0.00989,-0.02154,0.12249,0.00238,0.01988,-0.00788,-0.46676,-0.33198,-0.324,-1.04207,-0.03457,0.0493,0.01039,-0.15273,-0.0072,0.01339,-0.0083,-0.00173,0.00444,-0.14853,-0.03264,0.00494,0.03783,-0.67828,-0.59729,-0.00722,-0.02803,-0.02026,-0.14089,0.0097,0.00406,-0.00972,-0.01354,-0.03562,-0.28372,-0.00511,-0.46601,-0.04757,0,0,,0.9931841451,0.0068158549,0.0211563325,-0.021156332,0,3,3,0.0211563325,0.9788436675,0,0
289,0.21535,0.00947,0.3531,0.35281,0.00864,0.05717,-0.15111,-0.00123,0.59433,1.08532,-0.00178,0.04342,-0.01574,0.06684,-0.29873,0.04062,0.21183,0.03385,-0.0147,0.21776,0.21241,0.05288,0.10282,0.11476,-0.00984,-0.01773,0.50756,0.00072,0.21909,-0.0215,-0.09679,-0.60008,0.2384,-0.98487,-0.03464,0.09701,0.15748,0.34251,-0.00741,0.1232,-0.0078,-0.01367,0.00668,0.23622,0.00557,0.26667,0.1052,-0.56425,-1.24766,-0.02087,-0.0272,-0.0164,0.05091,0.01213,0.03308,-0.01229,-0.00507,-0.04499,-0.11499,-0.01602,0.01781,-0.04741,0,0,,0.9997990204,0.0002009796,0.0011696626,-0.001169663,0,11,11,0.0011696626,0.9988303374,0,0
290,-0.09777,0.01113,-0.46085,-0.17655,0.00742,-0.01605,-0.51488,-0.00297,-0.42856,-0.18961,-0.01305,-0.01175,-0.35151,-0.55749,-0.30513,-0.0137,-0.00543,-0.06265,-0.01601,-0.40317,-0.00167,-0.03393,0.07677,-0.54253,-0.00999,-0.02091,-0.19554,-0.00849,-0.01588,-0.01946,-0.20164,-0.19649,-0.42191,-0.75106,-0.03459,0.05833,-0.01486,-0.12341,0.0755,-0.01395,-0.01895,-0.00994,0.00321,-0.08414,-0.03939,-0.07789,0.01887,-0.70079,-0.79144,-0.01882,-0.0296,-0.01985,-0.12286,0.01071,0.00097,-0.01087,-0.00969,-0.01333,-0.2012,-0.01388,-0.17625,-0.04539,0,0,,0.9956664322,0.0043335678,0.0041712567,-0.004171257,0,7,7,0.0041712567,0.9958287433,0,0
292,0.08092,0.00979,-0.33111,-0.15712,0.0069,0.03802,-0.30542,-0.03097,0.26515,0.0805,-0.00762,0.02567,-0.01467,0.00817,-0.3,0.02314,0.07316,-0.00613,-0.01016,0.35309,0.06356,0.03108,0.02894,-0.00397,-0.0099,-0.02036,1.06907,-0.01007,0.07216,-0.01589,-0.32272,-0.58398,0.3876,-0.46087,-0.03458,0.01944,0.09363,-0.12636,-0.00742,0.07339,-0.0128,-0.01253,0.00513,-0.17063,-0.017,0.19483,0.05462,-0.55149,-0.48654,-0.01525,-0.02995,-0.02017,-0.03254,0.01045,0.02266,-0.01061,-0.00995,-0.04285,-0.14791,-0.01135,-0.30738,-0.04407,0,0,,0.999798734,0.000201266,0.0006346969,-0.000634697,0,15,15,0.0006346969,0.9993653031,0,0
302,-0.04971,0.01611,-0.2518,-0.15265,0.00678,-0.01594,-0.28235,-0.00928,-0.12369,-0.13373,-0.01185,-0.00333,0.02303,-0.41488,-0.3237,-0.00542,0.0101,0.01526,-0.01666,-0.13555,0.01375,0.02082,0.0753,-0.39115,-0.0099,-0.0199,-0.7259,-0.01245,0.01916,-0.01649,-0.30607,-0.01391,-0.25107,-0.52888,-0.03455,0.02083,0.00324,-0.14044,-0.00734,0.01151,-0.01098,-0.01404,0.00399,-0.2039,-0.01083,0.03104,0.03065,-0.45027,-0.21144,-0.01585,-0.02516,-0.01859,-0.11914,0.00957,0.00609,-0.00959,-0.01356,-0.04424,-0.10234,-0.011,-0.32101,-0.04135,0,0,,0.9961393344,0.0038606656,0.0243916845,-0.024391685,0,3,3,0.0243916845,0.9756083155,0,0
310,-0.21733,0.01516,-0.11596,-0.15378,0.00682,-0.01605,0.53122,-0.00808,-0.71825,-0.25324,-0.01235,-0.03247,0.0281,-0.42655,-0.32024,-0.03411,-0.02269,-0.00992,-0.01627,-0.40317,-0.01896,-0.03129,0.0774,-0.40279,-0.00999,-0.01825,-0.79618,-0.01972,-0.05153,-0.01645,-0.30717,0.34474,-0.27001,0.24843,-0.03333,-0.03352,-0.00752,-0.11536,-0.00739,-0.01395,-0.0154,-0.01466,0.0033,-0.17634,-0.01607,-0.62684,-0.01399,-0.1636,0.52216,-0.01581,-0.0136,-0.01694,-0.11637,0.01154,-0.0118,-0.01155,-0.02092,-0.04251,-0.07861,-0.01265,-0.24879,-0.02392,0,0,,0.9962304874,0.0037695126,0.0056634399,-0.00566344,0,6,6,0.0056634399,0.9943365601,0,0
312,0.0573,0.0041,1.2631,0.04461,0.00794,-0.01605,0.03615,0.00593,0.07979,-0.0442,-0.01125,0.01513,-0.00383,-0.26272,-0.27713,0.01276,0.03169,-0.04816,-0.01579,-0.40317,0.03552,0.15371,-0.25468,-0.22794,-0.00999,0.00759,-0.5062,-0.01776,0.06278,-0.01601,-0.31963,0.08985,-0.33861,-0.22458,-0.03272,-0.00984,-0.00928,0.11272,-0.00675,-0.01395,-0.00947,-0.00226,0.00569,0.17067,-0.03238,-0.13055,0.01457,0.18969,-0.05277,-0.01536,0.03298,0.00531,-0.05261,0.01191,0.01632,-0.01203,-0.01947,-0.03338,-0.2804,-0.0127,-0.24632,-0.00594,0,0,,0.9939622637,0.0060377363,0.0256584598,-0.02565846,0,3,3,0.0256584598,0.9743415402,0,0
313,-0.11577,0.08695,-0.07299,-0.16443,0.00707,-0.0158,1.04594,-0.09902,-0.22343,-0.1815,-0.01273,-0.01453,0.19474,-0.51149,-0.51075,-0.01644,-0.00452,-0.01782,-0.01587,-0.23035,-0.00101,-0.00438,-0.17279,-0.49586,-0.00996,-0.00993,-0.83516,-0.01878,-0.00668,-0.01672,-0.29956,0.45913,-0.30908,0.74022,-0.02758,-0.11238,-0.01177,-0.14767,-0.00727,-0.00683,-0.01158,-0.00936,0.00371,-0.15109,-0.02356,-0.07487,0.01905,-0.12777,1.59444,-0.01608,0.00821,-0.00848,-0.11594,0.00928,-0.0044,-0.00922,-0.0216,-0.04165,-0.21035,-0.01092,-0.32407,0.07096,0,0,,0.9886247633,0.0113752367,0.0400974981,-0.040097498,0,2,2,0.0400974981,0.9599025019,0,0
316,-0.06146,-0.10939,-0.47233,-0.16564,0.00751,-0.02877,-0.40087,0.14527,-0.29658,-0.06901,-0.00968,-0.00462,-0.01573,0.06592,1.03264,-0.00669,0.01597,-0.06982,-0.01657,-0.32036,0.01703,-0.0569,0.46677,0.09867,-0.00998,-0.02097,-0.33448,-0.02021,0.01155,-0.02399,0.09874,-0.64609,-0.35488,-0.96329,-0.03444,0.08929,0.00102,0.01423,-0.00742,0.00115,-0.02603,-0.01627,0.00925,-0.05424,-0.04249,-0.27753,-0.02248,-0.554,-1.18313,-0.02336,-0.01979,-0.0198,-0.12434,0.00912,0.00358,-0.00928,-0.02135,0.05253,0.00321,-0.01609,0.02605,-0.04761,0,0,,0.9999351886,0.0000648114,0.0002797227,-0.000279723,0,20,20,0.0002797227,0.9997202773,0,0
